term,icf
ride scooter,d475
ride the bus,d470
ride tricycle,d470
rides,d470
rides bike,d475
rides bus,d470
rides her bike,d475
rides scooter,d475
rides the bus,d470
riding,d470
riding a bike,d475
riding bike,d475
riding her bicycle,d475
riding her motorcycle,d475
riding his bicycle,d475
riding his motorcycle,d475
riding scooter,d475
riding the bus,d470
rise,d410
rise few rungs,d455
rise from a seated position,d410
rise from a sitting position,d410
rise from chair,d410
rise from chair/bed,d410
rise from chair/bench,d410
rise from exam table,d410
rise from position,d410
rise from sitting,d410
rise from sitting position,d410
rise from sofa,d410
rise from squatting,d410
rise from that position,d410
rise from the chair,d410
rise from the chair to the exam table,d410
rise from the exam table,d410
rise from the sofa,d410
rise sitting,d410
rise to neutral posture,d410
rise to upright position,d410
rise-sitting,d410
rises,d410
rising,d410
rising from a seated position,d410
rising to a neutral posture,d410
roam away,d400
rode bike,d470
roll a coin,d440
roll ball,d445
roll in bed,d410
roll side-to-side,d410
roll things,d440
roll to side,d410
roll to side to lie on back,d410
rolling in bed,d410
rolling out of bed,d410
rotate,d400
rotate a coin,d440
rotate doorknob,d455
rotate in bed,d410
rotate things,d440
rotates in bed,d410
rotating in bed,d410
row,d475
run,d455
run 0 mile,d455
run 0-mile,d455
run 0.0mph,d455
run a marathon,d455
run about,d455
run few rungs,d455
run marathons,d455
run on stairs,d455
running,d455
runs,d455
sashay 0 laps around the ward,d460
sashay about room,d460
sashay around atrium,d460
sat,d415
sat in chair,d415
sat in her chair,d415
sat in his chair,d415
saunter 0 laps around the ward,d460
saunter about room,d460
saunter around atrium,d460
scamper 0 laps around the ward,d455
scamper around atrium,d455
scoot,d400
scooted back in chair,d400
scooting,d400
scooting forward in chair,d400
scoots,d455
scramble 0 laps around the ward,d460
scramble about room,d460
scramble around atrium,d460
scrawl,d440
screwed,d445
scurry 0 laps around the ward,d400
scurry about room,d400
scurry around atrium,d400
scutter 0 laps around the ward,d460
scutter about room,d460
scutter around atrium,d460
seated,d415
secure a ride,d470
seize,d440
seize and hold things,d440
seize object,d440
seize stuff in left hand,d440
self-propel,d400
self-propelled,d400
self-propulsion,d400
semi-reclined,d415
send things from hand to hand,d440
set down objects,d430
shamble 0 laps around the ward,d400
shamble about room,d400
shamble around atrium,d400
shift her position in her chair,d410
shift her weight,d410
shift his position in his chair,d410
shifted her position in his chair,d410
shifted his position in his chair,d410
shifted weight,d410
shifting weight,d410
shifts weight,d410
shoetying,d440
shove ball,d445
si on,d415
si to stand,d410
side sitting,d410
side-sitting,d410
sidelie to sit,d410
sidelie to stand,d410
sidelying,d415
sidelying to sit,d410
sidelying to stand,d410
sift,d400
sift position,d415
sifting,d400
sifting position,d415
singe limb standing,d415
single leg stance,d415
single leg standing,d415
single limb stance,d415
single limb stand,d415
single limb standing,d415
single-limb stance,d415
sit,d415
sit around,d415
sit at times for 00 minutes in comfortable chair,d415
sit at times for 30 minutes in a comfortable chair,d415
sit down,d410
sit down in chair,d410
sit in,d415
sit in a chair,d415
sit in a normal chair,d415
sit in a recliner,d415
sit in chair,d415
sit in her chair,d415
sit in his chair,d415
sit in normal chair,d415
sit in recliner,d415
sit in still and nmoving posture,d415
sit in the chair,d415
sit on back porch,d415
sit on edge of the bed,d415
sit on the back porch,d415
sit on the edge of the bed,d415
sit on the side of her bed,d415
sit on the side of his bed,d415
sit stand,d410
sit still,d415
sit supine,d410
sit to sidelie,d410
sit to sidelying,d410
sit to stand,d410
sit to supine,d410
sit up,d410
sit><stand,d410
sit>stand,d410
sit>supine,d410
sits,d415
sitting,d410;d415
sitting around,d415
sitting down,d415
sitting in,d415
sitting in a chair,d415
sitting in a somewhat still and unmoving posture,d415
sitting ina chair,d415
sitting on,d415
sitting on a footstool,d415
sitting on a stool,d415
sitting position,d415
sitting positions,d415
sitting standing,d410
sitting still,d415
sitting to standing,d410
sitting to supine,d410
sitting unsupported,d415
sitting/standing,d410;d415
sketch,d440
slide,d410;d415
slide a coin,d440
slide in bed,d410
slides a coin,d440
slink about room,d460
slope sitting,d415
slouch,d410
slouch at waist,d410
slouch sitting,d415
sls,d415
slump,d410
smash ball,d445
snap a jar lid,d445
snatch and hold things,d440
snip,d440
snip with scissors,d440
spin a coin,d440
spin things,d440
spring 0 laps around the ward,d460
spring about room,d460
spring around atrium,d460
spring up,d410
spring up from the chair to the exam table,d410
sprint 0 laps around the ward,d455
sprint about room,d455
sprint around atrium,d455
squat,d410
squat and rise,d410
squat and rise from position,d410
squat and rise from that position,d410
squat down,d410
squat down in chair,d410
squat down sitting,d415
squat down slowly to floor,d410
squat down slowly to the floor,d410
squat down to floor,d410
squat down to the floor,d410
squat on feet,d415
squat sitting,d415
squat slowly to the floor,d410
squats,d410
squatted,d410;d415
squatting,d410
squatting and rising,d410
squeeze,d440
squeeze bp cuff bulb,d440
squeeze bulb bp cuff,d440
squeeze object,d440
squeezed,d440
squeezes,d440
squeezes bp cuff bulb,d440
squeezes bp cuff x x bulb,d440
squeezes bulb bp cuff,d440
squeezing,d440
squish,d440
stabilize,d440
stabilizing,d440
stack,d440
stagger 0 laps around the ward,d460
stagger about room,d460
stagger around atrium,d460
stair climbing,d455
stairclimbing,d455
stairwell climbing,d455
stance,d415
stand,d410;d415
stand at one time,d415
stand erect,d415
stand from a sitting position,d410
stand from sitting,d410
stand from sitting position,d410
stand on,d415
stand on 0 foot,d415
stand on 1 foot,d415
stand on eiher foot,d415
stand on either leg,d415
stand on either leg alone,d415
stand on either right or left foot,d415
stand on feet,d415
stand on foot/leg,d415
stand on foot/toes,d415
stand on heel and toe,d415
stand on heels,d415
stand on heels and toes,d415
stand on her heels and toes,d415
stand on his heels and toes,d415
stand on left leg alone,d415
stand on my foot,d415
stand on one foot,d415
stand on one foot at a time,d415
stand on one leg,d415
stand on one leg alone,d415
stand on one leg at a time,d415
stand on one leg at time,d415
stand on right or left foot,d415
stand on tiptoes or heels,d415
stand on toes,d415
stand on toes and heels,d415
stand pivot,d410
stand sit,d410
stand to sidelie,d410
stand to sidelying,d410
stand to sit,d410
stand unsupported,d415
stand up,d410
stand-pivot,d410
stand-sit,d410
"stand,",d415
stand/sit,d410;d415
standing,d410;d415
standing on either foot,d415
standing on either the right or the left foot,d415
standing on heels,d415
standing on her toes or heels,d415
standing on his toes or hee ls,d415
standing on his toes or heels,d415
standing on my foot,d415
standing on one foot at a time,d415
standing on the right or the left foot,d415
standing on toes,d415
standing on toes or heels,d415
standing position,d415
standing positions,d415
"standing,",d415
standing/ambulating,d410;d415;d450
standing/ambulation,d410;d415;d450
standing/walking,d410;d415;d450
stands,d415
stands up,d410
start walking,d450
start/stop walking,d450
static stand,d415
static standing,d415
static-dynamic stand,d415
stay in one position,d415
stay in the supine position,d415
stay on feet,d415
stay on her feet,d415
stay on his feet,d415
stay seated,d415
stay up,d415
stay walking,d450
stayed in one position,d415
stays in one position,d415
steer train,d475
steering,d445
steering train,d475
stencil,d440
step 0 laps around the ward,d460
step about room,d460
step around atrium,d460
step few rungs,d455
step up on to examination table,d455
step up on to the examination table,d455
step-up on to the examination table,d455
step/stride,d450
stomp 0 laps around the ward,d460
stomp about room,d460
stomp around atrium,d460
stomp few rungs,d455
stood,d415
stoop,d410
stoop down,d410
stooped,d410
stooping,d410
stop walking,d450
straddle,d410
straighten at the waist,d410
straightened,d415
stretch arm,d445
stretched arm forward,d445
stretched/moved arm,d445
stretches arm forward,d445
strike ball,d445
stroll,d450
stroll away,d450
supine,d415
supine eob sit,d410
supine position,d415
supine positions,d415
supine sit,d410
supine to sit,d410
supine-to-sit,d410
supine<>sit,d410
supine>sit,d410
sustain,d440
swagger 0 laps around the ward,d460
swagger about room,d460
swagger around atrium,d460
swerve 0 laps around the ward,d460
swerve about room,d460
swerve around atrium,d460
swim,d455
swim away,d455
swim independently short distances,d455
swimming,d455
swims,d455
swing in chair,d415
swing sitting,d415
take a drive,d475
take a ride,d470
take bus,d470
take cab,d470
take for walks,d450
take heavy objects,d430
take in the hands,d430
take metro,d470
take more than one step,d450
take on short walks,d450
take public transportation,d470
take seat,d410
take short walks,d450
take shuttle,d470
take taxi,d470
take taxis,d470
take them out,d400
take walks,d450
taken to,d470
takes bus,d470
takes for walks,d450
takes public transportation,d470
takes short walks,d450
takes shuttle,d470
takes walks,d450
taking a drive,d475
taking bus,d470
taking short walks,d450
taking walks,d450
tandem gait,d450
tandem stand,d415
tandem standing,d415
tandem walk,d450
tandem walking,d450
terminate walking,d450
thread a needle,d440
thread needle,d440
thread needles,d440
threadings a needle,d440
throw,d445
throw a heavy load of laundry into bin,d445
throw ball,d445
throw it away,d445
throw/catch ball,d445
throwing,d445
throwing/catching,d445
throws,d445
thrust ball,d445
tie laces,d440
tie shoelace,d440
tie shoelaces,d440
tieing shoes,d440
ties lace,d440
ties laces,d440
ties shoelaces,d440
ties shoes laces,d440
tilt at the waist,d410
tilt at waist,d410
tilt in chair,d415
tiptoe 0 laps around the ward,d460
tiptoe about room,d460
tiptoe around atrium,d460
tiptoeing,d400
toe and heel walk,d450
toe stands,d415
toe walk,d450
toe walk ing,d450
toe walking,d450
took bus,d470
took public transportation,d470
took the bus,d470
toss a heavy load of laundry into bin,d445
toss ball,d445
toss/catch ball,d445
tossing a heavy load of laundry into a bin,d445
totter 0 laps around the ward,d400
totter about room,d400
totter around atrium,d400
traipse away,d450
transfer,d420 
transfer between wheelchair and toilet,d420
transfer from chair to exam table,d420
transfer her,d420
transfer her weight,d410
transfer/ambulate,d420;d450
transfering,d420
transferred from the chair to the exam table,d420
transferred to,d470
transferring,d420
transfers,d420
transfers/ambulation,d420;d450
transport,d470
transport her,d470
transport to appointments,d470
transportation,d470
transported,d470
transported to,d470
travel,d400
travel approximately 00 miles by car,d470;d475
travel in unfamiliar places,d400
travel independently short distances,d400
travel to appointment,d400
travel to appointment by car,d470;d475
travel to appointments by car,d470;d475
travel to new and unfamiliar location,d400
traveled,d400
traveled by bus,d470
traveling by bus,d470
traveling to appointment,d400
traveling to new and unfamiliar locations,d400
travelled by bus,d470
travelling by bus,d470
travels by bus,d470
traversing in unfamiliar places,d400
treadmill,d400
trim with scissors,d440
trouble carrying,d430
turn a coin,d440
turn a jar lid,d445
turn at the waist,d410
turn door knob,d440
turn doorknob,d455
turn faucet,d455
turn in bed,d410
turn knob,d445
turn knobs,d445
turn magazine pages,d455
turn page,d455
turn things,d440
turned doorknob,d455
turning doorknob,d455
turns doorknob,d455
twist,d400
twist at the waist,d410
twist at waist,d410
twist bp cuff bulb,d440
twist things,d440
twisting,d400
twists jar open,d455
tying laces,d440
type,d440
typine/writing,d440
unbutton,d440
unbuttoning,d440
unbuttons,d440
unload,d430
unscrewing,d445
unsupported stand,d415
unzip,d440
unzips,d440
up and down,d455
up and down stairs,d455
up and down steps,d455
up and out of a chair,d410
up and out of chair,d410
up down stairs,d455
up down steps,d455
up from a squatted position,d410
up from squatted position,d410
up of a chair,d410
up of chair,d410
up stairs,d455
up steps,d455
upward pull,d445
upward pulling,d445
upwards pulling,d445
use arms to carry,d430
use arms/upper body to carry,d430
use bike,d475
use bus,d470
use cab,d470
use city bus,d470
use computer keyboard,d440
use computer mouse,d440
use keyboard,d440
use ladders,d455
use metro,d470
use of a computer keyboard,d440
use of ladders,d455
use of ladders scaffolds and ropes,d455
"use of ladders, scaffolds, and ropes",d455
use of public transportation,d470
use of ropes,d455
use of scaffolds,d455
use public transportation,d470
use push and pull devices,d445
use ramps and stairs,d455
use ropes,d455
use scaffolds,d455
use scooter,d475
use screwdriver,d445
use scrubber,d445
use shuttle,d470
use spoons,d440
use stairs,d455
use stairs/steps,d455
use stairway,d455
use taxi,d470
use the city bus,d470
use transportation,d470
use utencils,d440
use utensil,d440
use utensils,d440
uses arms to carry,d430
uses bus,d470
uses chalk,d440
uses metro,d470
uses scooter,d475
uses zipper,d440
using arms to carry,d430
using bike,d475
using hands and arms to carry,d430
using hands to carry,d430
using scooter,d475
using stairs,d455
utilize arms to carry,d430
utilize bike,d475
utilize stairs,d455
utilizing stairs,d455
vacate seat,d410
vary her weight,d410
w/c->chair,d420
w/finger,d440
wa lk,d450
waddle 0 laps around the ward,d460
waddle about room,d460
waddle around atrium,d460
wal k,d450
wal k up or down stairs,d455
walk,d450
walk 0 steps in tandem heel-to-toe,d450
walk 00 feet with me to examining room,d460
walk 00 minutes,d450
walk 00 minutes on level ground,d450
walk 00 steps/minute,d450
walk 00-00minutes,d450
walk 00minutes,d450
walk 0minute,d450
walk 0minutes,d450
walk 15 minutes,d450
walk 15 minutes on level ground,d450
walk 3 steps in tandem heel-to-toe,d450
walk a block at a reasonable pace on a rough/uneven surface,d450
walk a block at a reasonable pace on a uneven surface,d450
walk a block at reasonable pace,d450
walk a block at reasonable pace on rough uneven surface,d450
walk across exam roon,d460
walk across the exam room,d460
walk aroud house,d460
walk around,d460
walk around atrium,d460
walk around bathroom,d460
walk around clinic,d460
walk around community,d460
walk around home,d460
walk around hospital,d460
walk around house,d460
walk around household,d460
walk around lodge,d460
walk around room,d450
walk around the atrium,d460
walk around the bathroom,d460
walk around the block,d460
walk around the house,d460
walk around the room,d450
walk around the ward,d460
walk around unit,d460
walk around ward,d460
walk at home,d460
walk atrium,d460
walk away,d450
walk away 00 feet with me to examining room,d460
walk bathroom,d460
walk clinic,d460
walk community distances,d460
walk different distance,d450
walk down,d455
walk down a slope,d445
walk down hall to examination room,d460
walk down hill,d445
walk down stairs,d455
walk down the hall to the examination room,d460
walk downstairs,d455
walk for errands,d450
walk for minutes,d450
walk from her home,d460
walk from his home,d460
walk from home,d460
walk from the car into the mall,d460
walk from the room,d460
walk half the length of our clinic,d460
walk half the length of the clinic,d460
walk heel to toe,d450
walk heel to toe and tandemly,d450
walk heel-to- toe,d450
walk heel-to-toe,d450
walk hilly surface,d445
walk hospital,d460
walk in a tandem fashion,d450
walk in clinic,d460
walk in hallways,d450
walk in hospital,d460
walk in room,d460
walk in small circles in house,d460
walk in small circles in the house,d460
walk in tandem heel,d450
walk in tandem heel to toe,d450
walk in tandem heel-to-toe,d450
walk in the clinic,d460
walk in the corridors,d460
walk in the hall,d460
walk in the mall,d460
walk in the room,d460
walk into exam room,d460
walk into examination room,d460
walk into the exam room,d460
walk into the examination room,d460
walk long distance,d450
walk long distances,d450
walk off-campus,d460
walk on bilateral heels and bilateral toes,d450
walk on bilateral heels and toes,d450
walk on bilateral toes but not bilateral heels,d450
walk on heels,d450
walk on heels and toes,d450
"walk on heels, toes",d450
walk on her heels and toes,d450
"walk on her t iptoes, heels",d450
walk on her tiptoes heels,d450
"walk on her tiptoes, heels",d450
walk on her toes,d450
walk on her toes and heels,d450
walk on her toes and on her heels,d450
walk on his heels and toes,d450
walk on his heels toes,d450
"walk on his heels, toes",d450
walk on his tiptoes heels,d450
"walk on his tiptoes, heels",d450
walk on his toes,d450
walk on his toes and heels,d450
walk on his toes and on her heels,d450
walk on level ground,d450
walk on the heels,d450
walk on the heels and toes,d450
walk on the toes,d450
walk on toes,d450
walk on toes heels and tandem,d450
"walk on toes, heels and in tandem",d450
walk onlevel ground,d450
walk out,d460
walk perimeter of his house,d460
walk perimeter of house,d460
walk short distance,d450
walk six-minutes,d450
walk slowy to the interview room,d460
walk tandem and on heels and toes,d450
walk the dog,d450
walk the dogs,d450
walk the perimeter of her house,d460
walk the perimeter of herhouse,d460
walk the perimeter of his house,d460
walk the perimeter of house,d460
walk through bookstore,d460
walk through the store,d460
walk through thrift store,d460
walk through walmart,d460
walk to bathroom,d460
walk to cvs,d460
walk to end of block and back,d460
walk to exam room,d460
walk to examination room,d460
walk to fitness center,d460
walk to lodge,d460
walk to mailbox or end of block and back,d460
walk to room,d460
walk to the bathroom,d460
walk to the cafeteria,d460
walk to the clinics,d460
walk to the end of the block and back,d460
walk to the exam room,d460
walk to the examination room,d460
walk to the lodge,d460
walk to the mailbox or the end of the block and back,d460
walk to the mailbox or the the end of the block and back,d460
walk to the room,d460
walk to the unit,d460
walk to unit,d460
walk up,d455
walk up and down,d455
walk up and down incline ramp or ladder,d455
walk up and down stairs,d455
walk up and down the hall,d450
walk up down,d455
walk up inclines,d450
walk up only about 00 steps,d455
walk up only about 10-15 steps,d455
walk up or down stairs,d455
walk up stairs,d455
walk uphill,d445
walk upstairs,d455
walk within home,d460
walk within the home,d460
walk_away,d450
"walk, in a tandem fashion",d450
walked,d450
walked 00 feet with me to examining room,d460
walked and fed her dog,d450
walked and fed her dogs,d450
walked and fed his dog,d450
walked and fed his dogs,d450
walked around atrium,d460
walked around home,d460
walked around hospital,d460
walked around house,d460
walked around the atrium,d460
walked around the house,d460
walked around the ward,d460
walked around ward,d460
walked community,d460
walked down,d455
walked downstairs,d455
walked half the length of our clinic,d460
walked half the length of the clinic,d460
walked in clinic,d460
walked in hospital,d460
walked in room,d460
walked in the clinic,d460
walked in the hospital,d460
walked in the room,d460
walked into examination room,d460
walked into the examination room,d460
walked out of bathroom,d460
walked out of the bathroom,d460
walked slowly to the interview room,d460
walked to bathroom,d460
walked to home,d460
walked to hospital,d460
walked to house,d460
walked to lodge,d460
walked to the bathroom,d460
walked to the hospital,d460
walked to the house,d460
walked to the lodge,d460
walked to the unit,d460
walked to unit,d460
walked up,d455
walked up and down,d455
walked up down,d455
walked upstairs,d455
walking,d450
walking around atrium,d460
walking around bathroom,d460
walking around clinic,d460
walking around community,d460
walking around home,d460
walking around hospital,d460
walking around house,d460
walking around household,d460
walking around lodge,d460
walking around obstacles,d450
walking around room,d460
walking around the hospital,d460
walking around the house,d460
walking around the room,d460
walking around the ward,d460
walking around unit,d460
walking around ward,d460
walking different distances,d450
walking difficulty,d450
walking down,d455
walking down hall to examination room,d460
walking down the hall to the examination room,d460
walking downstairs,d455
walking from her home,d460
walking from his home,d460
walking from home,d460
walking heel to toe,d450
walking household distances,d460
walking in clinic,d460
walking in hospital,d460
walking in room,d460
walking in the clinic,d460
walking in the hospital,d460
walking in the room,d460
walking long distances,d450
walking on different surfaces,d450
walking on heels,d450
walking on her heels and toes,d450
walking on his heels and toes,d450
walking on toes,d450
walking out,d460
walking out of bathroom,d460
walking out of room,d460
walking out of the bathroom,d460
walking out of the room,d460
walking short distances,d450
walking short household distances,d460
walking tandem and on heels and toes,d450
walking to bathroom,d460
walking to clinic,d460
walking to hospital,d460
walking to lodge,d460
walking to the bathroom,d460
walking to the clinic,d460
walking to the hospital,d460
walking to the lodge,d460
walking to the unit,d460
walking to unit,d460
walking up,d455
walking up and down,d455
"walking up and down inclines, ramps or ladders",d455
walking up and down stairs,d455
walking up and down the hall,d450
walking up down,d455
walking up inclines,d450
walking upstairs,d455
walking/hiking,d450;d455
walking/running,d450;d455
walks,d450
walks 00 feet with me to examining room,d460
walks 40 feet with me to the examining room,d460
walks around home,d460
walks around the unit,d460
walks around unit,d460
walks around ward,d460
walks at home,d460
walks atrium,d460
walks bathroom,d460
walks clinic,d460
walks down,d455
walks down stairs,d455
walks down the hallway,d450
walks downstairs,d455
walks from room,d460
walks from the room,d460
walks hospital,d460
walks in and out of room,d460
walks in and out of the room,d460
walks in house,d460
walks in room,d460
walks in the house,d460
walks in the room,d460
walks into the examination room,d460
walks the dog,d450
walks the track,d450
walks through the store,d460
walks to lodge,d460
walks to room,d460
walks to the lodge,d460
walks to the room,d460
walks to the unit,d460
walks to unit,d460
walks up,d455
walks up and down,d455
walks up down,d455
walks up stairs,d455
walks upstairs,d455
wander anywhere,d460
wander away,d400
wanders away,d400
was brought by a friend,d470
was brought to her appointment,d470
was brought to his appointment,d470
was brought to this office,d470
was driven,d470
was driven by,d470
was driven in,d470
was driven to,d470
was driven to the evaluation setting,d470
was driven to the interview,d470
was transported to,d470
was.dri'ven,d470
weight-shifting,d410
weightlifting,d430
wheel her,d470
wheelchair bed,d420
wheelchair to bed,d420
wield,d440
wield and hold things,d440
wield object,d440
wield stuff in left hand,d440
wiggle in bed,d410
woodworking,d440
work w/utensils,d440
write,d440
write with dominant hand,d440
write with the dominant hand,d440
writes,d440
writes draft,d440
zip,d440
zippers,d440
zipping,d440
zips,d440
